PACKAGE,Farmer_number,SEX,MS,EDU,FARMER.TYPE,Coordite,COMMUNITY.ME,LGA,SETORIAL.ZONE,STATE,geno_Trait,Trait
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_HvRootrot12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Worst_HvWodyfil12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_HvWodyfil12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_HvWodyfil12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_HvWodyfil12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_HvWodyfil12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EaseP12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EaseP12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EaseP12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EaseP12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_HvOvi12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_HvOvi12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_HvOvi12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_HvOvi12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_GarEaseP12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GarEaseP12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GarEaseP12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GarEaseP12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GarEaseP12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GarEaseP12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_Garmash12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_Garmash12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_Garmash12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_Garmash12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_Garmash12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Best_Waterelz12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_Waterelz12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_Waterelz12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_Waterelz12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_Waterelz12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Best_SwellMash12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_SwellMash12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Worst_SwellMash12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_SwellMash12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_SwellMash12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_SwellMash12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Best_Gayield12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_Gayield12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_Gayield12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_Gayield12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_Gayield12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_GapOvi12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GapOvi12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GapOvi12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GapOvi12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GapOvi12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Best_GaqDry12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_GaqDry12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_GaqDry12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_GaqDry12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GaqDry12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GaqDry12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Best_GaColour12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_GaColour12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_GaColour12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_GaColour12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_GaqColour12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GaqColour12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GaqColour12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Best_GaqHeavy12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Best_GaqHeavy12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_GaqHeavy12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GaqHeavy12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GaqHeavy12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GaqHeavy12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GaqHeavy12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GaqHeavy12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Best_Gaqsmooth12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_Gaqsmooth12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_Gaqsmooth12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worth_Gaqsmooth12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worth_Gaqsmooth12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worth_Gaqsmooth12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worth_Gaqsmooth12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_GaqTaste12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_GaqTaste12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_GaqTaste12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GaqTaste12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Best_Gaqwoodyfil12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_Gaqwoodyfil12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_Gaqwoodyfil12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_Gaqwoodyfil12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_Gaqwoodyfil12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_Gaqwoodyfil12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_Gaqwoodyfil12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Best_GaqOvi12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_GaqOvi12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_GaqOvi12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_GaqOvi12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_GaqOvi12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaMould12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaMould12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaMould12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaMould12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaMould12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaMould12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaSoft12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Worst_EbaSoft12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaSoft12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaSoft12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaSoft12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaDraw12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaDraw12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Worst_EbaDraw12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaDraw12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaDraw12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaDraw12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaDraw12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaSmooth12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Best_EbaSmooth12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Worst_EbaSmooth12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaSmooth12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaSmooth12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_Ebacolour12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_Ebacolour12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_Ebacolour12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_Ebacolour12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_Ebacolour12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_Ebacolour12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaNstick12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaNstick12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaNstick12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaNstick12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaNstick12
Package#141,61,F,Married,SSCE,,5'6261916N 7'3089461E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaNstick12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaNstick12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_Ebaswell12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_Ebaswell12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_Ebaswell12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_Ebaswell12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_Ebaswell12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaTaste12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaTaste12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaTaste12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaTaste12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaTaste12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaOvi12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaOvi12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaOvi12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaOvi12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaOvi12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_EbaAFMould12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaAFMould12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Best_EbaAFMould12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaAFMould12
Package#84,4,F,Married,HND,Producer/Processor,5'410199N 7'015258E,Ihiagwa,Owerri North,Owerri,Imo,TMEB7,Best_EbaAFSoftness12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Best_EbaAFSoftness12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaAFSoftness12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaAFSoftness12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaAFSoftness12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaAFDraw12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaAFDraw12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Best_EbaAFDraw12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaAFDraw12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaAFDraw12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaAFDraw12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_EbaAFSmooth12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaAFSmooth12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaAFSmooth12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Best_EbaAFNodour12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaAFNodour12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaAFNodour12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaAFNodour12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaAFTaste12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaAFTaste12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaAFTaste12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_EbaAFTaste12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaAFTaste12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaAFcolour12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Best_EbaAFcolour12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaAFcolour12
Package#115,34,F,Married,SSCE,,5'623158N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaAFcolour12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Worst_EbaAFcolour12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_EbaAFOvi12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Best_EbaAFOvi12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_EbaAFOvi12
Package#119,38,F,Married,SSCE,,5'623152N 7'355813E,Umukara,Ihite Uboma,Okigwe,Imo,TMEB7,Best_FEOvi12
Package#149,69,F,Married,FSLC,,5'629476N 7'327255E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Best_FEOvi12
Package#159,79,F,Married ,ND,Producer/Processor,5'6261916N 7'3089461E,Umuezegwu,Ihite Uboma,Okigwe,Imo,TMEB7,Best_FEOvi12
Package#101,21,M,Married,NCE,Producer/Processor,5'3653575N 7'0860995E,Imerienwe,Ngor Okpala,Owerri,Imo,TMEB7,Worst_FEOvi12
Package#129,49,M,Married,B.Sc,,5'6146394N 7'3117057E,Umualumaku,Ehime Mbano,Okigwe,Imo,TMEB7,Worst_FEOvi12
